"","alpha","b_mkt","b_smb","b_hml","ivol","tvol","exret","exret_sq","Direction"
"1291",4e-04,0.7301,-0.2854,-0.2521,0.00985,0.012984,0.000746,3.1956409e-05,"1"
"1292",4e-04,0.7311,-0.2852,-0.2492,0.00985,0.012985,0.005653,3.61e-08,"0"
"1293",4e-04,0.7247,-0.2983,-0.2607,0.009785,0.012918,-0.00019,3.1416025e-05,"1"
"1294",5e-04,0.7236,-0.2898,-0.2653,0.009784,0.012918,0.005605,0.000355661881,"0"
"1295",4e-04,0.723,-0.2816,-0.2628,0.009853,0.012961,-0.018859,0.000135536164,"0"
"1296",4e-04,0.7337,-0.2743,-0.2509,0.009847,0.012979,-0.011642,2.3687689e-05,"0"
"1297",3e-04,0.7269,-0.2644,-0.2523,0.009806,0.012889,-0.004867,7.107556e-06,"0"
"1298",4e-04,0.7241,-0.2665,-0.2539,0.009801,0.012859,-0.002666,0.000142754704,"1"
"1299",4e-04,0.7197,-0.2725,-0.2661,0.009803,0.012857,0.011948,3.2387481e-05,"1"
"1300",5e-04,0.7148,-0.2606,-0.2639,0.009791,0.012791,0.005691,1.8870336e-05,"1"
"1301",5e-04,0.715,-0.2571,-0.265,0.009792,0.012793,0.004344,1.6532356e-05,"0"
"1302",5e-04,0.7117,-0.2433,-0.267,0.009777,0.012756,-0.004066,3.6144144e-05,"0"
"1303",4e-04,0.7129,-0.2504,-0.2673,0.009775,0.012768,-0.006012,2.4710841e-05,"0"
"1304",4e-04,0.7143,-0.2607,-0.2647,0.009764,0.012764,-0.004971,2.5472209e-05,"1"
"1305",3e-04,0.7164,-0.2514,-0.2607,0.009755,0.012777,0.005047,3.845521e-06,"1"
"1306",4e-04,0.7175,-0.2523,-0.2599,0.009756,0.012762,0.001961,5.35824e-07,"1"
"1307",4e-04,0.7177,-0.2548,-0.2603,0.009754,0.012766,0.000732,1.3845841e-05,"1"
"1308",3e-04,0.7197,-0.2574,-0.2586,0.009747,0.012767,0.003721,1.225e-09,"0"
"1309",4e-04,0.715,-0.2556,-0.2675,0.00972,0.012737,-3.5e-05,0.000490844025,"0"
"1310",3e-04,0.7067,-0.2677,-0.2867,0.009821,0.012802,-0.022155,2.7478564e-05,"1"
"1311",3e-04,0.7069,-0.2642,-0.288,0.009808,0.012797,0.005242,0.000108618084,"0"
"1312",3e-04,0.7111,-0.2577,-0.2711,0.00983,0.012781,-0.010422,1.008016e-06,"0"
"1313",3e-04,0.7107,-0.259,-0.2719,0.009824,0.012791,-0.001004,5.2243984e-05,"0"
"1314",3e-04,0.7174,-0.2477,-0.267,0.00983,0.012849,-0.007228,1.4092516e-05,"1"
"1315",3e-04,0.7169,-0.2441,-0.2672,0.009832,0.012795,0.003754,1.142761e-06,"1"
"1316",3e-04,0.7113,-0.2419,-0.271,0.009826,0.012728,0.001069,1.4676561e-05,"0"
"1317",3e-04,0.7065,-0.2393,-0.2764,0.009826,0.012651,-0.003831,2.9181604e-05,"0"
"1318",2e-04,0.7127,-0.2412,-0.2767,0.009814,0.01265,-0.005402,2.09764e-05,"1"
"1319",2e-04,0.7123,-0.2486,-0.2885,0.009804,0.01267,0.00458,0.000119159056,"0"
"1320",1e-04,0.6956,-0.2419,-0.3078,0.009804,0.0126,-0.010916,2.1114025e-05,"0"
"1321",2e-04,0.6788,-0.2407,-0.3098,0.009743,0.012408,-0.004595,0.000588596121,"0"
"1322",1e-04,0.6768,-0.2458,-0.3051,0.009862,0.01247,-0.024261,0.000117115684,"1"
"1323",1e-04,0.6829,-0.2362,-0.2888,0.009882,0.012478,0.010822,3.5904064e-05,"0"
"1324",1e-04,0.6769,-0.2438,-0.299,0.009875,0.012459,-0.005992,1.36161e-07,"0"
"1325",1e-04,0.6651,-0.236,-0.305,0.009853,0.012346,-0.000369,3.39889e-07,"0"
"1326",1e-04,0.6655,-0.2327,-0.3009,0.009844,0.012332,-0.000583,6.0516e-06,"0"
"1327",1e-04,0.6657,-0.236,-0.3015,0.009845,0.012317,-0.00246,0.000127554436,"0"
"1328",1e-04,0.6623,-0.2259,-0.3075,0.009867,0.012327,-0.011294,0.000177715561,"0"
"1329",0,0.6497,-0.2161,-0.3248,0.009881,0.012305,-0.013331,1.225e-07,"0"
"1330",0,0.6492,-0.216,-0.3253,0.00988,0.012303,-0.00035,4.4836416e-05,"0"
"1331",-1e-04,0.644,-0.2204,-0.3349,0.009877,0.01229,-0.006696,0.000178863876,"0"
"1332",-1e-04,0.6439,-0.2121,-0.3554,0.00989,0.012336,-0.013374,8.2410084e-05,"0"
"1333",-1e-04,0.6453,-0.2049,-0.3483,0.0099,0.012338,-0.009078,1.9873764e-05,"0"
"1334",-2e-04,0.6453,-0.2001,-0.349,0.009901,0.012337,-0.004458,2.0259001e-05,"1"
"1335",-2e-04,0.6482,-0.1981,-0.3526,0.009898,0.012355,0.004501,6.3824121e-05,"1"
"1336",-1e-04,0.6468,-0.1944,-0.3534,0.00991,0.012361,0.007989,0.000168792064,"1"
"1337",-1e-04,0.6472,-0.2166,-0.3656,0.009939,0.012379,0.012992,9.659664e-06,"1"
"1338",-1e-04,0.648,-0.2141,-0.3642,0.009941,0.012383,0.003108,5.331481e-06,"1"
"1339",-1e-04,0.6478,-0.2092,-0.358,0.009939,0.012353,0.002309,0.000234518596,"1"
"1340",-1e-04,0.649,-0.2207,-0.3562,0.009972,0.012379,0.015314,5.16961e-07,"0"
"1341",0,0.6451,-0.2193,-0.3588,0.009955,0.01235,-0.000719,0.000105822369,"1"
"1342",0,0.6436,-0.214,-0.3567,0.009964,0.012345,0.010287,1.957201e-06,"0"
"1343",0,0.6389,-0.2,-0.358,0.009952,0.012317,-0.001399,7.4028816e-05,"1"
"1344",1e-04,0.6351,-0.1957,-0.3626,0.009962,0.012318,0.008604,4.609609e-06,"1"
"1345",0,0.6277,-0.1954,-0.3648,0.009944,0.012281,0.002147,9.394225e-06,"0"
"1346",-2e-04,0.625,-0.219,-0.3589,0.009567,0.01194,-0.003065,5.1380224e-05,"0"
"1347",-1e-04,0.6274,-0.2045,-0.3496,0.009513,0.011893,-0.007168,2.88369e-07,"0"
"1348",-1e-04,0.6242,-0.2032,-0.3532,0.009507,0.011877,-0.000537,2.4433249e-05,"1"
"1349",-2e-04,0.6125,-0.1978,-0.3575,0.009477,0.011839,0.004943,1.990921e-06,"0"
"1350",-2e-04,0.6119,-0.1983,-0.3591,0.009474,0.011841,-0.001411,1.5876e-08,"0"
"1351",-2e-04,0.6113,-0.1951,-0.3598,0.009465,0.01184,-0.000126,8.5266756e-05,"0"
"1352",-1e-04,0.605,-0.1683,-0.3477,0.009436,0.011765,-0.009234,4.1616e-08,"0"
"1353",-2e-04,0.6036,-0.1807,-0.3499,0.009408,0.011736,-0.000204,1.8096516e-05,"1"
"1354",-2e-04,0.6034,-0.176,-0.3444,0.00941,0.011732,0.004254,1.3712209e-05,"0"
"1355",-2e-04,0.6004,-0.1738,-0.3477,0.009407,0.011727,-0.003703,0.000113870241,"1"
"1356",-1e-04,0.5941,-0.1832,-0.3626,0.009427,0.011737,0.010671,0.001467426249,"1"
"1357",0,0.5674,-0.2238,-0.3983,0.009727,0.011907,0.038307,0.000260628736,"1"
"1358",1e-04,0.5703,-0.208,-0.3868,0.00978,0.011942,0.016144,0.000254945089,"0"
"1359",-1e-04,0.584,-0.2252,-0.3673,0.009743,0.011935,-0.015967,5.2954729e-05,"1"
"1360",0,0.5807,-0.2238,-0.3685,0.009742,0.011925,0.007277,5.0154724e-05,"1"
"1361",0,0.5745,-0.2175,-0.3814,0.009746,0.011925,0.007082,4.9266361e-05,"1"
"1362",0,0.5699,-0.2184,-0.3849,0.009756,0.01192,0.007019,0.000307020484,"1"
"1363",1e-04,0.579,-0.1979,-0.342,0.009804,0.011927,0.017522,2.062096e-06,"0"
"1364",1e-04,0.5718,-0.1939,-0.3453,0.009782,0.011899,-0.001436,0.000178356025,"1"
"1365",1e-04,0.5747,-0.2177,-0.3631,0.009805,0.011978,0.013355,3.5952016e-05,"0"
"1366",2e-04,0.5708,-0.194,-0.3646,0.009789,0.01196,-0.005996,1.7230801e-05,"0"
"1367",1e-04,0.5694,-0.1918,-0.3607,0.009792,0.011959,-0.004151,1.2709225e-05,"1"
"1368",2e-04,0.5714,-0.1924,-0.3556,0.009791,0.011956,0.003565,1.6129e-08,"1"
"1369",2e-04,0.5713,-0.1927,-0.3547,0.009789,0.011951,0.000127,3.984016e-06,"0"
"1370",2e-04,0.5722,-0.1912,-0.3526,0.009778,0.011942,-0.001996,4.524129e-06,"0"
"1371",2e-04,0.5716,-0.1932,-0.3548,0.009778,0.011943,-0.002127,1.336336e-06,"1"
"1372",2e-04,0.5697,-0.192,-0.3566,0.009763,0.011925,0.001156,3.1877316e-05,"0"
"1373",2e-04,0.5725,-0.1975,-0.3465,0.009766,0.011915,-0.005646,3.305124e-06,"1"
"1374",2e-04,0.5737,-0.1972,-0.3447,0.009766,0.011921,0.001818,1.8258529e-05,"1"
"1375",2e-04,0.5731,-0.1915,-0.3455,0.009766,0.011922,0.004273,2.223081e-06,"0"
"1376",2e-04,0.5744,-0.1972,-0.345,0.009758,0.011923,-0.001491,1.901641e-06,"1"
"1377",2e-04,0.5733,-0.1895,-0.3472,0.009746,0.011917,0.001379,3.108169e-06,"0"
"1378",2e-04,0.5745,-0.183,-0.3474,0.00974,0.011918,-0.001763,3.67236e-05,"1"
"1379",2e-04,0.5715,-0.179,-0.3474,0.009738,0.011915,0.00606,0.000258502084,"0"
"1380",1e-04,0.5749,-0.1762,-0.3539,0.009777,0.011967,-0.016078,1.5129e-06,"1"
"1381",1e-04,0.575,-0.1736,-0.3533,0.009777,0.011967,0.00123,2.745649e-06,"0"
"1382",1e-04,0.5712,-0.1883,-0.356,0.009755,0.011923,-0.001657,1.865956e-06,"1"
"1383",1e-04,0.571,-0.1879,-0.3543,0.009752,0.011916,0.001366,3.2307856e-05,"0"
"1384",1e-04,0.5713,-0.1828,-0.3509,0.009737,0.011903,-0.005684,4.173849e-06,"1"
"1385",1e-04,0.5717,-0.1847,-0.351,0.009737,0.011908,0.002043,5.368489e-06,"1"
"1386",1e-04,0.5732,-0.1881,-0.3489,0.009736,0.011909,0.002317,2.768896e-06,"1"
"1387",1e-04,0.5731,-0.1882,-0.3493,0.009736,0.011906,0.001664,1.755625e-06,"1"
"1388",1e-04,0.5723,-0.1886,-0.3497,0.009735,0.011898,0.001325,1.44e-08,"1"
"1389",1e-04,0.5705,-0.1876,-0.3527,0.009734,0.011896,0.00012,8.3466496e-05,"1"
"1390",2e-04,0.5724,-0.1983,-0.3527,0.00975,0.011915,0.009136,7.7105961e-05,"0"
"1391",1e-04,0.5695,-0.2024,-0.3591,0.009766,0.011926,-0.008781,2.313441e-06,"1"
"1392",1e-04,0.5694,-0.2053,-0.3637,0.009765,0.011923,0.001521,1.1587216e-05,"1"
"1393",1e-04,0.569,-0.2025,-0.3621,0.009765,0.011919,0.003404,0.000130142464,"1"
"1394",2e-04,0.5647,-0.2086,-0.3681,0.009786,0.011925,0.011408,1.934881e-06,"1"
"1395",2e-04,0.565,-0.2094,-0.3673,0.009786,0.011922,0.001391,1.483524e-06,"1"
"1396",2e-04,0.5661,-0.2094,-0.3636,0.009784,0.011925,0.001218,4.5796e-08,"1"
"1397",2e-04,0.5691,-0.2213,-0.3619,0.009774,0.011925,0.000214,5.044516e-06,"1"
"1398",2e-04,0.5703,-0.2221,-0.359,0.009771,0.011922,0.002246,6.1277584e-05,"1"
"1399",2e-04,0.5719,-0.2099,-0.3533,0.009773,0.011922,0.007828,9.46729e-07,"0"
"1400",2e-04,0.5722,-0.2084,-0.3529,0.009773,0.011923,-0.000973,2.1904e-08,"0"
"1401",2e-04,0.5721,-0.209,-0.3533,0.009773,0.011913,-0.000148,4.1938576e-05,"1"
"1402",2e-04,0.5706,-0.2105,-0.3563,0.009781,0.011914,0.006476,0.000129072321,"1"
"1403",3e-04,0.5702,-0.187,-0.3423,0.009804,0.011907,0.011361,8.4548025e-05,"0"
"1404",2e-04,0.5717,-0.1926,-0.3695,0.009784,0.011959,-0.009195,5.103081e-06,"1"
"1405",2e-04,0.5711,-0.2028,-0.3675,0.009774,0.011937,0.002259,1.6345849e-05,"1"
"1406",2e-04,0.5698,-0.2039,-0.3681,0.009777,0.011937,0.004043,0.000103999204,"0"
"1407",2e-04,0.5851,-0.205,-0.3652,0.009778,0.012065,-0.010198,4.7073321e-05,"1"
"1408",2e-04,0.5866,-0.2037,-0.3698,0.009784,0.012106,0.006861,4.844401e-06,"0"
"1409",2e-04,0.5874,-0.203,-0.368,0.009784,0.012106,-0.002201,1.4884164e-05,"0"
"1410",2e-04,0.5841,-0.2026,-0.3689,0.009787,0.012116,-0.003858,1.2264004e-05,"0"
"1411",1e-04,0.5855,-0.201,-0.367,0.009789,0.012123,-0.003502,4.096e-07,"1"
"1412",1e-04,0.5858,-0.2033,-0.3658,0.009786,0.012129,0.00064,8.288641e-06,"1"
"1413",2e-04,0.5861,-0.2017,-0.3671,0.009786,0.012149,0.002879,1.898884e-06,"1"
"1414",2e-04,0.585,-0.2004,-0.3676,0.009785,0.012185,0.001378,1.5139881e-05,"1"
"1415",2e-04,0.5849,-0.2044,-0.37,0.009787,0.012193,0.003891,1.7230801e-05,"1"
"1416",2e-04,0.5887,-0.1993,-0.3644,0.009789,0.012207,0.004151,6.3425296e-05,"1"
"1417",2e-04,0.5945,-0.2005,-0.3574,0.009799,0.012235,0.007964,0.000861539904,"1"
"1418",4e-04,0.5816,-0.1812,-0.3748,0.009957,0.012334,0.029352,4.528384e-06,"1"
"1419",4e-04,0.583,-0.1791,-0.3727,0.009946,0.012335,0.002128,3.24e-06,"1"
"1420",1e-04,0.5809,-0.265,-0.3922,0.009268,0.011811,0.0018,1.0995856e-05,"0"
"1421",1e-04,0.5848,-0.2658,-0.3886,0.009268,0.011858,-0.003316,5.52049e-07,"1"
"1422",1e-04,0.585,-0.2659,-0.3886,0.009268,0.011867,0.000743,1.38384e-05,"1"
"1423",1e-04,0.5851,-0.2708,-0.3945,0.009261,0.011872,0.00372,1.5484225e-05,"1"
"1424",2e-04,0.5895,-0.2767,-0.3911,0.009249,0.011873,0.003935,5.9351616e-05,"0"
"1425",1e-04,0.5851,-0.2798,-0.3966,0.009262,0.011873,-0.007704,2.67289e-07,"1"
"1426",1e-04,0.5848,-0.2798,-0.3953,0.00926,0.011862,0.000517,1.404225e-06,"0"
"1427",1e-04,0.5862,-0.2804,-0.3936,0.009257,0.011865,-0.001185,1.2996025e-05,"0"
"1428",1e-04,0.5834,-0.2747,-0.398,0.009255,0.011862,-0.003605,1.5460624e-05,"0"
"1429",1e-04,0.5809,-0.2812,-0.4026,0.009239,0.011847,-0.003932,6.7765824e-05,"1"
"1430",1e-04,0.5813,-0.2845,-0.4084,0.009234,0.011855,0.008232,5.0353216e-05,"1"
"1431",1e-04,0.5856,-0.2733,-0.3858,0.009237,0.011862,0.007096,4.626801e-06,"1"
"1432",2e-04,0.5856,-0.2696,-0.3837,0.009238,0.011865,0.002151,7.8801129e-05,"1"
"1433",2e-04,0.5864,-0.2522,-0.3831,0.009252,0.011882,0.008877,0.0001760929,"1"
"1434",3e-04,0.5886,-0.2601,-0.3854,0.009278,0.01192,0.01327,1.2496225e-05,"0"
"1435",3e-04,0.5881,-0.2604,-0.3882,0.009281,0.011928,-0.003535,2.25e-10,"0"
"1436",3e-04,0.5879,-0.2599,-0.3878,0.009281,0.011927,-1.5e-05,2.2534009e-05,"0"
"1437",2e-04,0.5882,-0.2563,-0.3828,0.009286,0.011928,-0.004747,2.0566225e-05,"1"
"1438",3e-04,0.5885,-0.2625,-0.3795,0.009286,0.011914,0.004535,4.3401744e-05,"1"
"1439",3e-04,0.5879,-0.266,-0.3809,0.009292,0.011915,0.006588,3.2024281e-05,"1"
"1440",3e-04,0.5875,-0.2646,-0.378,0.009297,0.01191,0.005659,2.614689e-06,"0"
"1441",3e-04,0.5861,-0.2664,-0.3786,0.009291,0.011896,-0.001617,3.4503876e-05,"0"
"1442",2e-04,0.5874,-0.259,-0.3791,0.009295,0.011913,-0.005874,0.0004289041,"0"
"1443",1e-04,0.5838,-0.271,-0.3849,0.009372,0.011964,-0.02071,9.916201e-06,"1"
"1444",1e-04,0.584,-0.2752,-0.3843,0.009374,0.011965,0.003149,2.8005264e-05,"1"
"1445",1e-04,0.584,-0.2769,-0.38,0.00938,0.011965,0.005292,4.7114496e-05,"1"
"1446",2e-04,0.5854,-0.2829,-0.3886,0.009345,0.011969,0.006864,4.6656e-08,"1"
"1447",2e-04,0.5864,-0.288,-0.3871,0.009334,0.011966,0.000216,9.7673689e-05,"0"
"1448",1e-04,0.5924,-0.2885,-0.3836,0.009345,0.012023,-0.009883,1.60801e-07,"1"
"1449",1e-04,0.5934,-0.2945,-0.3812,0.009341,0.012032,0.000401,2.61121e-05,"1"
"1450",2e-04,0.5966,-0.2822,-0.3738,0.009311,0.012024,0.00511,8.57476e-05,"0"
"1451",2e-04,0.598,-0.2812,-0.3777,0.009328,0.012045,-0.00926,0.000149548441,"0"
"1452",1e-04,0.6061,-0.2802,-0.3753,0.009352,0.012121,-0.012229,8.1468676e-05,"1"
"1453",2e-04,0.6117,-0.2928,-0.3639,0.009355,0.012136,0.009026,5.803281e-06,"1"
"1454",2e-04,0.6123,-0.2931,-0.364,0.009354,0.012141,0.002409,1.5880225e-05,"0"
"1455",1e-04,0.626,-0.3095,-0.3731,0.009317,0.012116,-0.003985,7.8961e-08,"0"
"1456",1e-04,0.6148,-0.2967,-0.3868,0.009292,0.012042,-0.000281,6.33616e-07,"0"
"1457",1e-04,0.615,-0.2986,-0.3883,0.009292,0.012002,-0.000796,3.99424e-05,"1"
"1458",1e-04,0.6136,-0.2913,-0.3864,0.009299,0.011987,0.00632,1.018081e-06,"0"
"1459",1e-04,0.6081,-0.3016,-0.3736,0.00927,0.011852,-0.001009,2.322576e-06,"1"
"1460",1e-04,0.6071,-0.2954,-0.3745,0.00926,0.011846,0.001524,0.000271788196,"0"
"1461",0,0.6001,-0.3011,-0.3814,0.009314,0.011845,-0.016486,0.000197824225,"0"
"1462",0,0.6066,-0.349,-0.3756,0.009265,0.01184,-0.014065,3.5988001e-05,"1"
"1463",1e-04,0.6053,-0.3454,-0.3796,0.009268,0.011844,0.005999,2.8419561e-05,"0"
"1464",1e-04,0.6041,-0.3436,-0.3771,0.009271,0.011838,-0.005331,1.61604e-07,"0"
"1465",1e-04,0.6067,-0.3416,-0.3781,0.009269,0.011783,-0.000402,1.2047841e-05,"1"
"1466",1e-04,0.613,-0.3365,-0.3815,0.009251,0.011789,0.003471,0.000256544289,"1"
"1467",2e-04,0.6054,-0.317,-0.3739,0.009288,0.011725,0.016017,4.0804e-06,"1"
"1468",2e-04,0.6053,-0.315,-0.386,0.00928,0.011734,0.00202,9.278116e-06,"1"
"1469",2e-04,0.6045,-0.3157,-0.3874,0.009282,0.011724,0.003046,2.5613721e-05,"0"
"1470",2e-04,0.6109,-0.34,-0.4019,0.009218,0.01172,-0.005061,9.6569929e-05,"0"
"1471",2e-04,0.6066,-0.3632,-0.4047,0.009212,0.011695,-0.009827,0.000145467721,"0"
"1472",1e-04,0.6088,-0.3791,-0.4147,0.009232,0.011737,-0.012061,0.000121771225,"1"
"1473",1e-04,0.609,-0.3876,-0.4153,0.009257,0.011761,0.011035,1.471369e-06,"0"
"1474",1e-04,0.6072,-0.3854,-0.4172,0.009251,0.011748,-0.001213,1.054729e-06,"0"
"1475",1e-04,0.6081,-0.3866,-0.4176,0.009251,0.011701,-0.001027,7.79689e-05,"1"
"1476",1e-04,0.6072,-0.3829,-0.4221,0.009252,0.011706,0.00883,1.7707264e-05,"1"
"1477",1e-04,0.6076,-0.3827,-0.4227,0.009256,0.011707,0.004208,9.38961e-07,"0"
"1478",1e-04,0.606,-0.3816,-0.4205,0.009255,0.011647,-0.000969,2.5281e-08,"0"
"1479",1e-04,0.6059,-0.3825,-0.4195,0.009249,0.011639,-0.000159,0.000373378329,"1"
"1480",2e-04,0.6132,-0.3919,-0.4211,0.009324,0.011747,0.019323,0.000120318961,"0"
"1481",1e-04,0.6137,-0.386,-0.4165,0.00935,0.011752,-0.010969,1.2376324e-05,"0"
"1482",1e-04,0.6146,-0.3914,-0.4124,0.009337,0.011739,-0.003518,4.46224e-05,"1"
"1483",2e-04,0.6075,-0.4091,-0.3726,0.00928,0.011516,0.00668,0.000138744841,"0"
"1484",0,0.6365,-0.4272,-0.3483,0.009121,0.011482,-0.011779,6.205081e-06,"1"
"1485",0,0.6376,-0.4427,-0.3436,0.009106,0.011472,0.002491,5.1151104e-05,"1"
"1486",0,0.6345,-0.4172,-0.3518,0.00911,0.011461,0.007152,6.4048009e-05,"0"
"1487",1e-04,0.6468,-0.4396,-0.3422,0.009084,0.011465,-0.008003,6.6814276e-05,"1"
"1488",1e-04,0.6452,-0.4224,-0.3463,0.009087,0.01146,0.008174,6.8425984e-05,"0"
"1489",0,0.6424,-0.4264,-0.3373,0.009094,0.011385,-0.008272,3.636649e-06,"1"
"1490",0,0.6435,-0.426,-0.3345,0.009057,0.011363,0.001907,2.2202944e-05,"1"
"1491",0,0.64,-0.418,-0.3392,0.009061,0.011349,0.004712,3.5485849e-05,"1"
"1492",0,0.6407,-0.4172,-0.3354,0.009067,0.011336,0.005957,3.8809e-06,"1"
"1493",0,0.6329,-0.4225,-0.337,0.009062,0.011238,0.00197,2.0620681e-05,"1"
"1494",1e-04,0.6334,-0.4191,-0.3401,0.009061,0.011245,0.004541,0.000177582276,"0"
"1495",0,0.6363,-0.429,-0.3404,0.0091,0.01122,-0.013326,3.21489e-07,"1"
"1496",0,0.6374,-0.4289,-0.3292,0.009092,0.011194,0.000567,1.8190225e-05,"1"
"1497",0,0.6379,-0.4295,-0.3289,0.009096,0.011199,0.004265,1.1826721e-05,"1"
"1498",0,0.64,-0.4312,-0.3238,0.009098,0.011203,0.003439,5.1724864e-05,"1"
"1499",1e-04,0.641,-0.4551,-0.3274,0.009095,0.011217,0.007192,1.8722929e-05,"1"
"1500",1e-04,0.6375,-0.4534,-0.3251,0.009093,0.01116,0.004327,3.290596e-06,"1"
"1501",2e-04,0.6333,-0.453,-0.3193,0.009089,0.011083,0.001814,1.1751184e-05,"0"
"1502",1e-04,0.6336,-0.4544,-0.3198,0.009092,0.011089,-0.003428,4.8149721e-05,"0"
"1503",1e-04,0.6321,-0.4551,-0.3169,0.009103,0.011077,-0.006939,1.0349089e-05,"0"
"1504",1e-04,0.6291,-0.454,-0.3131,0.009103,0.011031,-0.003217,4.01956e-07,"1"
"1505",1e-04,0.628,-0.4545,-0.3124,0.009102,0.010987,0.000634,1.87489e-07,"1"
"1506",2e-04,0.6043,-0.4185,-0.3261,0.009063,0.010791,0.000433,0.000119574225,"0"
"1507",2e-04,0.6032,-0.4074,-0.3288,0.00909,0.010608,-0.010935,2.5240576e-05,"1"
"1508",2e-04,0.5978,-0.3991,-0.3294,0.009079,0.010568,0.005024,5.230369e-06,"1"
"1509",2e-04,0.5967,-0.3972,-0.3279,0.00908,0.010566,0.002287,1.05625e-05,"1"
